,Unnamed: 0,YEAR,State_code,State,TopicType,Type of smoking,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,pct of young people,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder,Period
5176,5176,2014,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,33.1,,,3.0,27.3,38.9,662.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,3.0
5177,5177,2005,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,5.0,,,0.5,4.1,5.9,2454.0,Overall,All Races,All Ages,Middle School,"(41.708280193, -71.522470314)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,2.0
5178,5178,2015,HI,Hawaii,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,1.7,,,0.3,1.0,2.3,1078.0,Female,All Races,All Ages,Middle School,"(21.304850435, -157.857749403)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,3.0
5179,5179,2008,LA,Louisiana,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,36.9,,,2.9,31.2,42.6,749.0,Male,All Races,All Ages,Middle School,"(31.312660644, -92.445680071)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
5180,5180,2000,CA,California,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,60.3,,,3.7,53.1,67.5,91.0,Male,All Races,All Ages,Middle School,"(37.638640123, -120.999999538)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,1.0
5181,5181,2011,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,2.4,,,0.7,1.1,3.7,656.0,Female,All Races,All Ages,High School,"(21.304850435, -157.857749403)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,3.0
5182,5182,2002,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,13.5,,,1.8,9.9,17.1,773.0,Female,All Races,All Ages,High School,"(40.485010283, -88.997710178)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
5183,5183,2000,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,14.2,,,1.8,10.6,17.7,704.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
5184,5184,2000,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,36.2,,,2.2,31.9,40.4,1421.0,Overall,All Races,All Ages,Middle School,"(43.625381239, -72.517640791)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,1.0
5185,5185,2003,ID,Idaho,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.6,,,0.5,1.7,3.6,816.0,Male,All Races,All Ages,Middle School,"(43.682630005, -114.363730042)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
5186,5186,2007,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,17.5,,,1.8,14.0,21.0,1550.0,Overall,All Races,All Ages,Middle School,"(37.542680674, -78.457890463)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
5187,5187,2015,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,14.3,,,1.6,11.3,17.4,951.0,Male,All Races,All Ages,High School,"(47.475319779, -100.118421049)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10,3.0
5188,5188,2011,LA,Louisiana,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,49.0,,,5.5,38.3,59.7,82.0,Male,All Races,All Ages,High School,"(31.312660644, -92.445680071)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,3.0
5189,5189,1999,MS,Mississippi,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,60.4,,,3.1,54.3,66.5,234.0,Female,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6,1.0
5190,5190,2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,10.8,,,1.4,8.1,13.5,1438.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
5191,5191,2004,VT,Vermont,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,1.7,,,0.7,0.4,3.0,1423.0,Overall,All Races,All Ages,High School,"(43.625381239, -72.517640791)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
5192,5192,2003,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,2.3,,,0.2,1.9,2.7,11576.0,Overall,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
5193,5193,1999,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,23.2,,,1.7,19.9,26.5,967.0,Male,All Races,All Ages,High School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
5194,5194,2009,AZ,Arizona,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,2.0
5195,5195,2016,WI,Wisconsin,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,55.5,,,5.4,45.0,66.0,80.0,Overall,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4,3.0
5196,5196,2011,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,5.8,,,0.7,4.4,7.2,2165.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,3.0
5197,5197,2014,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.2,,,0.1,0.0,0.3,1098.0,Female,All Races,All Ages,Middle School,"(39.008830667, -75.577741168)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
5198,5198,2015,PA,Pennsylvania,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,14.7,,,1.5,11.8,17.6,1986.0,Overall,All Races,All Ages,High School,"(40.793730152, -77.860700294)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,3.0
5199,5199,2016,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,5.1,,,1.2,2.8,7.3,778.0,Female,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,3.0
5200,5200,2001,SD,South Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,7.9,,,1.7,4.7,11.2,2389.0,Overall,All Races,All Ages,Middle School,"(44.353130053, -100.373530637)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
5201,5201,2004,VT,Vermont,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,45.5,,,5.4,35.0,56.0,79.0,Overall,All Races,All Ages,Middle School,"(43.625381239, -72.517640791)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,1.0
5202,5202,2001,FL,Florida,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,2.7,,,0.5,1.8,3.6,2080.0,Male,All Races,All Ages,Middle School,"(28.932040377, -81.928960539)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
5203,5203,2007,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,1.2,,,0.5,0.2,2.2,1086.0,Male,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9,2.0
5204,5204,2015,HI,Hawaii,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,High School,"(21.304850435, -157.857749403)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,3.0
5205,5205,2001,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.2,,,0.1,0.0,0.4,1524.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,1.0
5206,5206,2005,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,11.3,,,1.6,8.1,14.4,1020.0,Female,All Races,All Ages,High School,"(34.748650124, -92.274490743)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,2.0
5207,5207,2004,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,52.4,,,3.9,44.7,60.0,679.0,Female,All Races,All Ages,High School,"(43.625381239, -72.517640791)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
5208,5208,2003,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,18.2,,,1.2,15.9,20.5,4831.0,Male,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
5209,5209,2013,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,13.9,,,1.3,11.3,16.5,1214.0,Male,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,3.0
5210,5210,2014,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,9.9,,,1.5,7.0,12.8,565.0,Female,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,3.0
5211,5211,2009,GA,Georgia,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6,2.0
5212,5212,2009,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,13.4,,,1.1,11.3,15.5,1942.0,Overall,All Races,All Ages,High School,"(47.475319779, -100.118421049)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,2.0
5213,5213,2013,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,3.0,,,1.0,1.0,5.0,1037.0,Male,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,3.0
5214,5214,2006,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.0,,,0.0,0.0,0.0,684.0,Female,All Races,All Ages,Middle School,"(33.998821303, -81.045371207)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
5215,5215,2012,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,2.9,,,0.9,1.1,4.7,752.0,Female,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,3.0
5216,5216,2005,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,8.9,,,1.3,6.3,11.5,1192.0,Overall,All Races,All Ages,High School,"(33.998821303, -81.045371207)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,2.0
5217,5217,2004,VT,Vermont,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,4.0,,,0.7,2.6,5.5,865.0,Male,All Races,All Ages,Middle School,"(43.625381239, -72.517640791)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
5218,5218,2000,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,13.2,,,0.9,11.4,15.0,2001.0,Overall,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,1.0
5219,5219,2004,NM,New Mexico,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,11.2,,,1.4,8.6,13.9,1662.0,Overall,All Races,All Ages,Middle School,"(34.520880952, -106.240580985)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,1.0
5220,5220,2000,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,5.1,,,0.9,3.3,6.9,737.0,Female,All Races,All Ages,Middle School,"(34.748650124, -92.274490743)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
5221,5221,2002,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,1.3,,,0.6,0.1,2.6,720.0,Female,All Races,All Ages,Middle School,"(38.3477403, -98.200781227)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
5222,5222,2000,AL,Alabama,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,56.3,,,4.7,47.1,65.5,120.0,Male,All Races,All Ages,Middle School,"(32.840571122, -86.631860762)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,1.0
5223,5223,2015,PA,Pennsylvania,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,2.3,,,0.6,1.1,3.5,1324.0,Female,All Races,All Ages,Middle School,"(40.793730152, -77.860700294)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,3.0
5224,5224,2003,UT,Utah,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,2.1,,,0.5,1.0,3.1,1220.0,Female,All Races,All Ages,High School,"(39.360700171, -111.587130635)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,1.0
5225,5225,2003,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,1.5,,,0.4,0.7,2.3,877.0,Female,All Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,1.0
5226,5226,2005,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,6.9,,,1.5,4.0,9.8,832.0,Male,All Races,All Ages,Middle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,2.0
5227,5227,2015,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,7.2,,,1.5,4.2,10.2,783.0,Male,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12,3.0
5228,5228,2005,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,29.6,,,2.0,25.8,33.5,1456.0,Male,All Races,All Ages,High School,"(35.466220975, -79.159250463)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,2.0
5229,5229,2015,HI,Hawaii,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,3.6,,,0.6,2.5,4.8,1066.0,Female,All Races,All Ages,Middle School,"(21.304850435, -157.857749403)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,3.0
5230,5230,2005,GA,Georgia,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,51.6,,,5.0,41.9,61.3,124.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6,2.0
5231,5231,2005,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,54.5,,,2.4,49.8,59.2,1430.0,Male,All Races,All Ages,High School,"(35.466220975, -79.159250463)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,2.0
5232,5232,2005,UT,Utah,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Races,All Ages,Middle School,"(39.360700171, -111.587130635)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,2.0
5233,5233,2015,NE,Nebraska,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,65.0,,,6.6,52.1,78.0,88.0,Male,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,3.0
5234,5234,2007,VA,Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.6,,,0.3,0.0,1.2,740.0,Male,All Races,All Ages,Middle School,"(37.542680674, -78.457890463)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
5235,5235,2008,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,18.5,,,2.3,13.9,23.1,763.0,Male,All Races,All Ages,Middle School,"(40.060210141, -82.404260056)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
5236,5236,2008,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,29.9,,,2.9,24.3,35.5,893.0,Female,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,2.0
5237,5237,2000,AR,Arkansas,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,55.9,,,4.4,47.2,64.5,101.0,Male,All Races,All Ages,Middle School,"(34.748650124, -92.274490743)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,1.0
5238,5238,2003,MO,Missouri,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,55.1,,,11.9,31.8,78.4,55.0,Male,All Races,All Ages,Middle School,"(38.635790776, -92.566300053)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,1.0
5239,5239,2000,KY,Kentucky,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,63.9,,,3.5,57.0,70.8,208.0,Female,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6,1.0
5240,5240,2005,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Frequent,%,Percentage,1.7,,,0.5,0.7,2.6,588.0,Male,All Races,All Ages,Middle School,"(47.475319779, -100.118421049)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9,2.0
5241,5241,2014,MN,Minnesota,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,6.5,,,1.1,4.4,8.6,1091.0,Female,All Races,All Ages,High School,"(46.355648736, -94.794200503)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,3.0
5242,5242,2000,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,61.9,,,2.6,56.8,67.1,1607.0,Female,All Races,All Ages,High School,"(41.641040988001, -99.365720623)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,1.0
5243,5243,2007,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,8.1,,,1.2,5.8,10.4,675.0,Female,All Races,All Ages,Middle School,"(33.998821303, -81.045371207)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,2.0
5244,5244,2013,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,31.0,,,2.0,27.0,35.0,972.0,Male,All Races,All Ages,High School,"(47.475319779, -100.118421049)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,3.0
5245,5245,1999,TN,Tennessee,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,6.0,,,1.2,3.6,8.4,1298.0,Overall,All Races,All Ages,Middle School,"(35.68094058, -85.774490914)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
5246,5246,2005,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Ever,%,Percentage,63.3,,,2.3,58.8,67.8,1201.0,Overall,All Races,All Ages,High School,"(38.665510202, -80.712640135)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,2.0
5247,5247,2010,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,11.1,,,1.7,7.8,14.4,1592.0,Overall,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,2.0
5248,5248,1999,NC,North Carolina,Tobacco Use – Survey Data,Cessation,Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,49.9,,,2.7,44.6,55.2,855.0,Male,All Races,All Ages,High School,"(35.466220975, -79.159250463)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2,1.0
5249,5249,2000,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,30.4,,,2.1,26.3,34.5,730.0,Male,All Races,All Ages,High School,"(44.353130053, -100.373530637)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,1.0
5250,5250,2003,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.0,,,0.3,1.5,2.5,2110.0,Overall,All Races,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,1.0
5251,5251,2002,TN,Tennessee,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Ever,%,Percentage,41.7,,,1.8,38.0,45.3,3772.0,Male,All Races,All Ages,High School,"(35.68094058, -85.774490914)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,1.0
5252,5252,2005,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,22.0,,,2.6,17.0,27.1,843.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,2.0
5253,5253,2005,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,0.5,,,0.3,0.0,1.1,560.0,Female,All Races,All Ages,Middle School,"(47.475319779, -100.118421049)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
5254,5254,2000,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Current,%,Percentage,2.0,,,0.6,0.8,3.2,803.0,Female,All Races,All Ages,High School,"(38.3477403, -98.200781227)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10,1.0
5255,5255,1999,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,4.8,,,1.1,2.7,6.9,944.0,Overall,All Races,All Ages,High School,"(34.748650124, -92.274490743)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,1.0
5256,5256,2012,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use,Smoking Status,YTS,Current,%,Percentage,14.1,,,1.1,12.0,16.2,2197.0,Overall,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,3.0
5257,5257,2013,CT,Connecticut,Tobacco Use – Survey Data,Cessation,Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,3.0
5258,5258,2006,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use,User Status,YTS,Frequent,%,Percentage,4.1,,,1.1,1.9,6.3,721.0,Male,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,2.0
